date,headline,doc_type,material_type,section,keywords
2020-03-03,Word + Quiz: leave-taking,article,News,,[]
2020-03-03,Capitalists Make Their Case Against Sanders,article,News,,"['Presidential Election of 2020', 'Stocks and Bonds']"
2020-03-03,Quotation of the Day: These Oddballs Get Sideways Glances,article,News,,[]
2020-03-03,Quotation of the Day: These Oddballs Get Sideways Glances,article,News,,[]
2020-03-03,He Ran for President. Now He’s Politicking for His Wife in Brooklyn.,article,News,,"['Campaign Finance', 'Elections, Borough Presidents', 'Politics and Government', 'Parties (Social)', 'Conflicts of Interest']"
2020-03-03,The Latino Vote: The ‘Sleeping Giant’ Awakens,article,News,,"['Presidential Election of 2020', 'Race and Ethnicity', 'Hispanic-Americans', 'El Paso, Tex, Shooting (2019)', 'Immigration and Emigration', 'Mexican-Americans', 'Discrimination']"
2020-03-03,"Lunch With Freeman Dyson, in 196,883 Dimensions",article,News,,"['Mathematics', 'Physics', 'your-feed-science', 'Research']"
2020-03-03,The Wall Some Texans Want to Build Against Abortion,article,News,,"['ABORTION', 'Law and Legislation', 'Politics and Government', 'Federal-State Relations (US)', 'United States Politics and Government']"
2020-03-03,How We Got to Super Tuesday: 6 Campaigns in Photos,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Photography']"
2020-03-03,"As Gymnasts Who Were Abused Seek Answers, They Are Offered Only Money",article,News,,"['Gymnastics', 'Sex Crimes', 'Child Abuse and Neglect', 'Reparations', 'Olympic Games (2020)']"
2020-03-03,How the Democratic Candidates Would Tackle the Housing Crisis,article,News,,"['Presidential Election of 2020', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Affordable Housing', 'Public and Subsidized Housing', 'Homeless Persons', 'Rent Control and Stabilization', 'Section 8 (Housing)', 'United States Politics and Government']"
2020-03-03,Warming Winter (Almost) Cuts Off a Sweet Wine Tradition in Germany,article,News,,"['Grapes', 'Wines', 'Global Warming', 'Agriculture and Farming']"
2020-03-03,"Lunch With Freeman Dyson, in 196,883 Dimensions",article,News,,"['Mathematics', 'Physics', 'your-feed-science', 'Research']"
2020-03-03,"The Literary Festivals to Hit This Year, From Brooklyn to Singapore",article,News,,"['Books and Literature', 'Writing and Writers', 'Poetry and Poets', 'Travel and Vacations', 'Mount, The (Lenox, Mass)']"
2020-03-03,Is Fiscal Stimulus the Answer to Preventing a Coronavirus Recession?,article,News,,"['United States Economy', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Federal Budget (US)', 'Presidential Election of 2020']"
2020-03-03,"When a Drug Study Abruptly Ends, Volunteers Are Left to Cope",article,News,,"[""ALZHEIMER'S DISEASE"", 'Drugs (Pharmaceuticals)', 'Clinical Trials', 'Research', 'your-feed-science', 'your-feed-health']"
2020-03-03,How We Got to Super Tuesday: 6 Campaigns in Photos,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Photography']"
2020-03-03,How the Democratic Candidates Would Tackle the Housing Crisis,article,News,,"['Presidential Election of 2020', 'Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Affordable Housing', 'Public and Subsidized Housing', 'Homeless Persons', 'Rent Control and Stabilization', 'Section 8 (Housing)', 'United States Politics and Government']"
2020-03-03,Warming Winter (Almost) Cuts Off a Sweet Wine Tradition in Germany,article,News,,"['Grapes', 'Wines', 'Global Warming', 'Agriculture and Farming']"
2020-03-03,"As Gymnasts Who Were Abused Seek Answers, They Are Offered Only Money",article,News,,"['Gymnastics', 'Sex Crimes', 'Child Abuse and Neglect', 'Reparations', 'Olympic Games (2020)']"
2020-03-03,An Abortion Clinic’s Fate Before a Transformed Supreme Court,article,News,,"['ABORTION', 'Law and Legislation', 'Decisions and Verdicts', 'United States Politics and Government']"
2020-03-03,"As Coronavirus Hits U.K., Health Workers Fear Getting Sick, and Going Broke",article,News,,"['Coronavirus (2019-nCoV)', 'Labor and Jobs', 'Workplace Hazards and Violations', 'Hospitals', 'Freelancing, Self-Employment and Independent Contracting']"
2020-03-03,Why 2019 Was a Breakthrough Year for Women in the Boardroom,article,News,,"['Workplace Environment', 'Gender', 'Women and Girls', 'Boards of Directors']"
2020-03-03,How to Disinfect Your Space on an Airplane,article,News,,"['Coronavirus (2019-nCoV)', 'AIRLINES AND AIRPLANES', 'Hygiene and Cleanliness', 'Face']"
2020-03-03,"As Coronavirus Disrupts Factories, India Curbs Exports of Key Drugs",article,News,,"['Drugs (Pharmaceuticals)', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'International Trade and World Market', 'ANTIBIOTICS', 'Vitamins', 'Economic Conditions and Trends', 'Factories and Manufacturing', 'Shortages']"
2020-03-03,"Ojai, Calif.: A Valley of Wellness (but No Chain Stores) in Ventura County",article,News,,['Real Estate and Housing (Residential)']
2020-03-03,How to Respond to Microaggressions,article,News,,"['Discrimination', 'Race and Ethnicity', 'Women and Girls', 'Black People', 'Minorities', 'Homosexuality and Bisexuality']"
2020-03-03,Waymo Includes Outsiders in $2.25 Billion Investment Round,article,News,,"['Driverless and Semiautonomous Vehicles', 'Venture Capital']"
2020-03-03,Trump Targets Biden Again as Democratic Race Hits Critical Stage,article,News,,"['Presidential Election of 2020', 'Speeches and Statements']"
2020-03-03,Trump Targets Biden Again as Democratic Race Hits Critical Stage,article,News,,"['Presidential Election of 2020', 'Speeches and Statements']"
2020-03-03,Trump Targets Biden Again as Democratic Race Hits Critical Stage,article,News,,"['Presidential Election of 2020', 'Speeches and Statements']"
2020-03-03,Five of the Best Interviews From ‘Inside the Actors Studio’,article,News,,"['Television', 'Movies']"
2020-03-03,How Do They Make Plant-Based Meat Behave Like Beef?,article,News,,"['Meat', 'Cooking and Cookbooks', 'Veganism', 'Science and Technology']"
2020-03-03,Man Gets Over 5 Years in Prison for Stalking Families of Parkland Victims,article,News,,"['Parkland, Fla, Shooting (2018)', 'Mass Shootings', 'Autism', 'Social Media', 'Stalking (Crime)', 'Cyberharassment']"
2020-03-03,I Went to Iraq to Take Photographs. I Stayed On as a Medic.,article,News,,"['Civilian Casualties', 'United States Defense and Military Forces', 'Nursing and Nurses']"
2020-03-03,Texas Primaries Will Help Shape the Race for Congress. Here’s What to Watch.,article,News,,"['United States Politics and Government', 'Elections, House of Representatives', 'Elections, Senate', 'Endorsements', 'Primaries and Caucuses', 'Presidential Election of 2020']"
2020-03-03,"A School Administrator Contracted Coronavirus on a Class Trip. A Week Later, Parents Found Out.",article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Private and Sectarian Schools', 'Tests (Medical)', 'Teachers and School Employees']"
2020-03-03,"As Coronavirus Disrupts Factories, India Curbs Exports of Key Drugs",article,News,,"['Drugs (Pharmaceuticals)', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'International Trade and World Market', 'ANTIBIOTICS', 'Vitamins', 'Economic Conditions and Trends', 'Factories and Manufacturing', 'Shortages']"
2020-03-03,The Fed Has No Tools for an Outbreak. Here’s Why It Acted Anyway.,article,News,,"['Coronavirus (2019-nCoV)', 'Interest Rates', 'Quantitative Easing']"
2020-03-03,Yankees May Begin Season Without Aaron Judge or Giancarlo Stanton,article,News,,"['Baseball', 'Sports Injuries']"
2020-03-03,Some Questions Already Seem Answered About Super Tuesday,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'States (US)', 'United States Politics and Government', 'Polls and Public Opinion']"
2020-03-03,Iran Crosses a Key Threshold: It Again Has Sufficient Fuel for a Bomb,article,News,,"['Nuclear Weapons', 'Uranium', 'Stockpiling', 'Embargoes and Sanctions', 'United States International Relations']"
2020-03-03,Oklahoma College Recruiter Lined Up High School Students by Skin Color and Hair Type,article,News,,"['Race and Ethnicity', 'Colleges and Universities']"
2020-03-03,‘Designing Women’ Play Will Debut This Year,article,News,,"['Theater', 'Television']"
2020-03-03,Everyone’s a Curator Now,article,News,,"['Art', 'Fashion and Apparel', 'Museums', 'Language and Languages', 'your-feed-fashion']"
2020-03-03,Recent Commercial Real Estate Transactions,article,News,,"['Real Estate Brokers', 'Landlords', 'Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
2020-03-03,Everyone’s a Curator Now,article,News,,"['Art', 'Fashion and Apparel', 'Museums', 'Language and Languages', 'your-feed-fashion']"
2020-03-03,‘Designing Women’ Play Will Debut This Year,article,News,,"['Theater', 'Television']"
2020-03-03,"Fed Makes Emergency Rate Cut, but Markets Continue Tumbling",article,News,,"['Interest Rates', 'Stocks and Bonds', 'United States Economy', 'Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-03,‘Designing Women’ Play Will Debut This Year,article,News,,"['Theater', 'Television']"
2020-03-03,Everyone’s a Curator Now,article,News,,"['Art', 'Fashion and Apparel', 'Museums', 'Language and Languages', 'your-feed-fashion']"
2020-03-03,Five of the Best Interviews From ‘Inside the Actors Studio’,article,News,,"['Television', 'Movies']"
2020-03-03,Man Gets Over 5 Years in Prison for Stalking Families of Parkland Victims,article,News,,"['Parkland, Fla, Shooting (2018)', 'Mass Shootings', 'Autism', 'Social Media', 'Stalking (Crime)', 'Cyberharassment']"
2020-03-03,"A School Administrator Contracted Coronavirus on a Class Trip. A Week Later, Parents Found Out.",article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Private and Sectarian Schools', 'Tests (Medical)', 'Teachers and School Employees']"
2020-03-03,"As Coronavirus Disrupts Factories, India Curbs Exports of Key Drugs",article,News,,"['Drugs (Pharmaceuticals)', 'Politics and Government', 'Coronavirus (2019-nCoV)', 'International Trade and World Market', 'ANTIBIOTICS', 'Vitamins', 'Economic Conditions and Trends', 'Factories and Manufacturing', 'Shortages']"
2020-03-03,"N.B.A., Responding to Coronavirus, Encourages Fist Bumps Over High-Fives",article,News,,"['Coronavirus (2019-nCoV)', 'Basketball']"
2020-03-03,"Ojai, Calif.: A Valley of Wellness (but No Chain Stores) in Ventura County",article,News,,['Real Estate and Housing (Residential)']
2020-03-03,The Designer Making Surprisingly Humanoid Sculptural Ceramics,article,News,,['Ceramics and Pottery']
2020-03-03,Do You Think Online Conspiracy Theories Can Be Dangerous?,article,News,,[]
2020-03-03,What Pregnant Women Should Know About Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Pregnancy and Childbirth', 'Babies and Infants', 'Women and Girls', 'Vaccination and Immunization', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics', 'Swine Influenza', 'your-feed-science', 'your-feed-health']"
2020-03-03,Super Tuesday States: A Look at Six Key Battlegrounds,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
2020-03-03,Kim’s Sister Slams South Korea in 1st-Ever Statement,article,News,,[]
2020-03-03,"After Decades of Suspicion, Robert Durst Faces Justice",article,News,,"['Murders, Attempted Murders and Homicides', 'Documentary Films and Programs']"
2020-03-03,What Happens in Vegas if No One Stays in Vegas?,article,News,,"['Coronavirus (2019-nCoV)', 'Travel Warnings', 'Conventions, Fairs and Trade Shows', 'Business Travel']"
2020-03-03,"Late Night Bids Adieu to Buttigieg, Klobuchar and ‘Poor’ Tom Steyer",article,News,,[]
2020-03-03,Estimates Fall Short of F.D.A.’s Pledge for 1 Million Coronavirus Tests,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Laboratories and Scientific Equipment', 'your-feed-healthcare']"
2020-03-03,Super Tuesday States: A Look at Six Key Battlegrounds,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
2020-03-03,Trump Campaign Sues The Washington Post for Libel,article,News,,"['Libel and Slander', 'Suits and Litigation (Civil)', 'Freedom of the Press', 'News and News Media', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2020', 'Presidential Election of 2016', 'United States Politics and Government']"
2020-03-03,"‘& Juliet,’ a Jukebox Musical, Leads Olivier Award Nominations",article,News,,['Theater']
2020-03-03,"Corrections: March 3, 2020",article,News,,[]
2020-03-03,‘Leaning Tower of Dallas’ Finally Falls,article,News,,['Demolition']
2020-03-03,Inside the Mind of a Super Tuesday Voter,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Endorsements', 'United States Politics and Government']"
2020-03-03,Stocks Tumble After the Fed Cuts Rates,article,News,,"[""Standard & Poor's 500-Stock Index"", 'Banking and Financial Institutions', 'Coronavirus (2019-nCoV)', 'Stocks and Bonds', 'Economic Conditions and Trends']"
2020-03-03,The Magic Number on Super Tuesday,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-03-03,What Happened to D.I.Y. Collages?,article,News,,"['Magazines', 'Photography', 'Interior Design and Furnishings']"
2020-03-03,Carmen Herrera Mural to Grace East Harlem,article,News,,"['Art', 'Murals', 'Education (K-12)']"
2020-03-03,"Waive Fees for Coronavirus Tests and Treatment, Health Experts Urge",article,News,,"['Health Insurance and Managed Care', 'Coronavirus (2019-nCoV)', 'Medicine and Health', 'United States Politics and Government', 'Epidemics', 'Emergency Medical Treatment', 'Respiratory Diseases', 'Prices (Fares, Fees and Rates)', 'Tests (Medical)', 'your-feed-healthcare']"
2020-03-03,Putin Proposes Constitutional Ban on Gay Marriage,article,News,,"['Politics and Government', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Homosexuality and Bisexuality', 'Constitutional Amendments', 'Referendums', 'Discrimination']"
2020-03-03,How to Cook With Plant-Based Meats,article,News,,"['Cooking and Cookbooks', 'Vegetarianism', 'Veganism', 'Meat', 'Hamburgers', 'Recipes']"
2020-03-03,Worried About Coronavirus on the Subway? Here’s What We Know,article,News,,"['Transit Systems', 'Subways', 'Coronavirus (2019-nCoV)', 'Commuting', 'Hygiene and Cleanliness', 'Medicine and Health', 'Coughs']"
2020-03-03,"Tornadoes Kill 25 in Tennessee, Shredding Buildings in Nashville Area",article,News,,"['Tornadoes', 'Deaths (Fatalities)']"
2020-03-03,The Magic Number on Super Tuesday,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'United States Politics and Government']"
2020-03-03,"‘No Way Out’: In China, Coronavirus Takes Toll on Other Patients",article,News,,"['Coronavirus (2019-nCoV)', 'Shortages', 'Emergency Medical Treatment', 'Hospitals', 'Quarantines', 'Politics and Government', 'Leukemia']"
2020-03-03,Wrestling With Prejudice in Three Debut Novels,article,News,,['Books and Literature']
2020-03-03,The Agony of Defeat,article,News,,[]
2020-03-03,"Lesson of the Day: ‘After 18 Years, Is This Afghan Peace, or Just a Way Out?’",article,News,,[]
2020-03-03,Economic Powers Vow to Fight Crisis,article,News,,"['United States Economy', 'Banking and Financial Institutions', 'Coronavirus (2019-nCoV)', 'Interest Rates', 'Economic Conditions and Trends']"
