date,headline,doc_type,material_type,section,keywords
2020-03-19,"Last Nights on London’s Stages, Before the Lights Went Out",article,News,,"['Theater', 'Coronavirus (2019-nCoV)']"
2020-03-19,"We’re Stuck at Home, but Let’s Still Be Cultured",article,News,,"['Culture (Arts)', 'Television', 'Movies', 'Music', 'Comedy and Humor', 'Computers and the Internet']"
2020-03-19,T’s Spring Design Issue: Add It In; Take It Away,article,News,,"['Historic Buildings and Sites', 'Design', 'ARCHITECTURE', 'Interior Design and Furnishings']"
2020-03-19,"We’re Stuck at Home, but Let’s Still Be Cultured",article,News,,"['Culture (Arts)', 'Television', 'Movies', 'Music', 'Comedy and Humor', 'Computers and the Internet']"
2020-03-19,Aqueduct Suspends Races After Worker Tests Positive for Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Horse Racing', 'Shutdowns (Institutional)']"
2020-03-19,"Complacency, Not Panic, Is the Real Danger",article,News,,"['Shortages', 'Coronavirus (2019-nCoV)', 'Anxiety and Stress', 'your-feed-science', 'your-feed-health']"
2020-03-19,‘It’s Very Scary’: U.K. Food Banks Close as Coronavirus Stalls Donations,article,News,,"['Food Banks and Pantries', 'Coronavirus (2019-nCoV)', 'Stockpiling', 'Food Aid']"
2020-03-19,"After Mounting Criticism, Tesla Will Shut Down California Factory",article,News,,"['Shutdowns (Institutional)', 'Factories and Manufacturing', 'Automobiles', 'Electric and Hybrid Vehicles', 'Coronavirus (2019-nCoV)']"
2020-03-19,Boston Offers Bouquets to Tom Brady and Disdain to the Patriots,article,News,,['Football']
2020-03-19,They Fled Coronavirus in Europe. Border Agents Asked if They’d Visited China or Iran.,article,News,,"['Coronavirus (2019-nCoV)', 'Airport Security', 'AIRPORTS', 'Travel Warnings', 'Tests (Medical)', 'Travel and Vacations', 'AIRLINES AND AIRPLANES', 'Epidemics', 'Quarantines', 'your-feed-science']"
2020-03-19,5 Movies That Will Bring Spring Break to Your Home,article,News,,"['Movies', 'Coronavirus (2019-nCoV)']"
2020-03-19,Americans Held Overseas in Iran and Lebanon Are Freed,article,News,,"['United States International Relations', 'Political Prisoners', 'Kidnapping and Hostages', 'United States Defense and Military Forces', 'United States Politics and Government', 'Coronavirus (2019-nCoV)']"
2020-03-19,‘Wash Our Hands? Some People Can’t Wash Their Kids for a Week.’,article,News,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Hygiene and Cleanliness', 'Ventilators (Medical)', 'Protective Clothing and Gear', 'Medical Devices', 'Epidemics', 'Quarantines', 'Deaths (Fatalities)', 'Hospitals', 'Politics and Government']"
2020-03-19,Not Just a Crisis: Coronavirus Is a Test for Putin’s Security State,article,News,,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Facial Recognition Software', 'Surveillance of Citizens by Government', 'Freedom of Speech and Expression', 'Civil Rights and Liberties', 'Epidemics']"
2020-03-19,"‘If There’s No Broadway, There’s No Business’",article,News,,"['Theater', 'Coronavirus (2019-nCoV)', 'Costumes', 'Dry Cleaning', 'Tony Awards (Theater Awards)', 'Fashion and Apparel', 'Labor and Jobs']"
2020-03-19,What the Ebola Crisis Can Teach Us About Quarantines,article,News,,"['Quarantines', 'Coronavirus (2019-nCoV)', 'Suits and Litigation (Civil)', 'Law and Legislation', 'Ebola Virus', 'States (US)', 'Epidemics']"
2020-03-19,How Trump’s Attacks on the Fed Have Made Its Job Harder,article,News,,"['Coronavirus (2019-nCoV)', 'Banking and Financial Institutions', 'Money Market Mutual Funds', 'United States Economy', 'International Trade and World Market', 'Currency', 'US Dollar (Currency)', 'Credit and Debt', 'United States Politics and Government']"
2020-03-19,"Coronavirus Death Rate in Wuhan Is Lower than Previously Thought, Study Finds",article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)', 'your-feed-healthcare']"
2020-03-19,"Emily St. John Mandel Will Read Anything, if She Likes It",article,News,,"['Books and Literature', 'Writing and Writers']"
2020-03-19,Who Qualifies for Paid Leave Under the New Coronavirus Law,article,News,,"['Paid Time Off', 'Law and Legislation', 'Coronavirus (2019-nCoV)', 'Employee Fringe Benefits']"
2020-03-19,"Amid Virus and Market Tumult, Wall Street Lives a New Reality",article,News,,"['Banking and Financial Institutions', 'Coronavirus (2019-nCoV)', 'Telecommuting']"
2020-03-19,Virus Hits Europe Harder Than China. Is That the Price of an Open Society?,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines']"
2020-03-19,Homes for Sale in New York and Connecticut,article,News,,['Real Estate and Housing (Residential)']
2020-03-19,Running From Coronavirus: A Back-to-Basics Exercise Boom,article,News,,"['Running', 'Exercise', 'Coronavirus (2019-nCoV)', 'Athletics and Sports']"
2020-03-19,"Before Virus Outbreak, a Cascade of Warnings Went Unheeded",article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'United States Politics and Government', 'Disasters and Emergencies', 'Influenza']"
2020-03-19,A Promising Treatment for Coronavirus Fails,article,News,,"['Coronavirus (2019-nCoV)', 'Research', 'Drugs (Pharmaceuticals)', 'your-feed-healthcare']"
2020-03-19,Lesson of the Day: ‘We Live in Zoom Now’,article,News,,[]
2020-03-19,5 Hurricane Response Lessons That Apply to Coronavirus,article,News,,"['Weather', 'Hurricane Sandy (2012)', 'Coronavirus (2019-nCoV)']"
2020-03-19,Romare Bearden’s Rarely Seen Abstract Side,article,News,,['Art']
2020-03-19,Oberammergau Passion Play Canceled as Coronavirus Locks Down Germany,article,News,,"['Theater', 'Coronavirus (2019-nCoV)']"
2020-03-19,Oberammergau Passion Play Canceled as Coronavirus Locks Down Germany,article,News,,"['Theater', 'Coronavirus (2019-nCoV)']"
2020-03-19,U.S. Navy Relaxes Rules on Hair Length Amid Coronavirus Outbreak,article,News,,"['United States Defense and Military Forces', 'Hair', 'Coronavirus (2019-nCoV)', 'Quarantines']"
2020-03-19,Quaranteenagers: Strategies for Parenting in Close Quarters,article,News,,"['Coronavirus (2019-nCoV)', 'Parenting', 'Teenagers and Adolescence', 'Families and Family Life']"
2020-03-19,Linda Fairstein Sues Netflix for Defamation in ‘When They See Us’,article,News,,"['Television', 'Suits and Litigation (Civil)', 'Central Park Jogger Case (1989)', 'False Arrests, Convictions and Imprisonments', 'Race and Ethnicity', 'Sex Crimes']"
2020-03-19,"Before Virus Outbreak, a Cascade of Warnings Went Unheeded",article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'United States Politics and Government', 'Disasters and Emergencies', 'Influenza']"
2020-03-19,"Emily St. John Mandel Will Read Anything, if She Likes It",article,News,,"['Books and Literature', 'Writing and Writers']"
2020-03-19,A Promising Treatment for Coronavirus Fails,article,News,,"['Coronavirus (2019-nCoV)', 'Research', 'Drugs (Pharmaceuticals)', 'your-feed-healthcare']"
2020-03-19,"Coronavirus Death Rate in Wuhan Is Lower than Previously Thought, Study Finds",article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)', 'your-feed-healthcare']"
2020-03-19,Who Qualifies for Paid Leave Under the New Coronavirus Law,article,News,,"['Paid Time Off', 'Law and Legislation', 'Coronavirus (2019-nCoV)', 'Employee Fringe Benefits']"
2020-03-19,"Amid Virus and Market Tumult, Wall Street Lives a New Reality",article,News,,"['Banking and Financial Institutions', 'Coronavirus (2019-nCoV)', 'Telecommuting']"
2020-03-19,"For Future Generations, It’s Time to Reflect on Black Art",article,News,,"['Black People', 'Culture (Arts)']"
2020-03-19,Things Not Found in Binary Code,article,News,,['Crossword Puzzles']
2020-03-19,Census Suspends Field Operations Amid Coronavirus Fears,article,News,,"['Census', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']"
2020-03-19,How Will Pop Music Respond to the Coronavirus?,article,News,,"['Coronavirus (2019-nCoV)', 'Pop and Rock Music']"
2020-03-19,What Songs Matter to You Now?,article,News,,[]
2020-03-19,One City’s Fight to Stop the Virus,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines']"
2020-03-19,On Politics: We’ll Be Here a While,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses']"
2020-03-19,Need a Laugh? Need a Lot? Stream These 15 Binge-Worthy Sitcoms,article,News,,"['Television', 'Comedy and Humor']"
2020-03-19,Where Can Renters Afford to Become First-Time Buyers?,article,News,,"['Real Estate and Housing (Residential)', 'Income', 'Mortgages']"
2020-03-19,Some Countries Are Better Armored for Epidemics Than Others,article,News,,"['Recession and Depression', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-19,Queen Urges Britons to Pull Together as Nation Charts an Uncertain Course,article,News,,"['Royal Families', 'Coronavirus (2019-nCoV)']"
2020-03-19,"Stuck at Home, Americans Turn to Foster Pets for Companionship",article,News,,"['Coronavirus (2019-nCoV)', 'Pets', 'Quarantines']"
2020-03-19,36 Hours in … Wherever You Are? We’re Turning to Our Readers,article,News,,['Travel and Vacations']
2020-03-19,"Close the Schools and Bars and Stay Home, but Keep the Horses Racing",article,News,,"['Horse Racing', 'Gambling', 'Kentucky Derby', 'Belmont Stakes', 'Preakness Stakes', 'Coronavirus (2019-nCoV)']"
2020-03-19,"European Soccer’s Leaders Plot a Speedy Return, With or Without Fans",article,News,,"['UEFA Champions League (Soccer)', 'Soccer', 'Coronavirus (2019-nCoV)']"
2020-03-19,A Taxonomy of Bailouts: Comparing the Coronavirus Rescues With Rescues Past,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Economic Conditions and Trends', 'Credit and Debt', 'Recession and Depression']"
2020-03-19,This Artist Got His Start as an I.C.U. Nurse,article,News,,"['Art', 'Jazz', 'Black People', 'Race and Ethnicity']"
2020-03-19,Exercising During Coronavirus: Can I Jog? Is That Water Fountain Safe?,article,News,,"['Exercise', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Hygiene and Cleanliness']"
2020-03-19,Homes for Sale in Brooklyn and Manhattan,article,News,,['Real Estate and Housing (Residential)']
2020-03-19,"Ailey Dancers, Separate but Together in a Bit of ‘Revelations’",article,News,,['Dancing']
2020-03-19,What to Watch: How About Cherry-Pit Spitting or Australian Rules Football?,article,News,,"['Soccer', 'Television', 'Athletics and Sports', 'Automobile Racing', 'Australian Football']"
2020-03-19,"92 Years Old, Scared and Pleading to Come Home",article,News,,"['Coronavirus (2019-nCoV)', 'Elder Care', 'Nursing Homes', 'Quarantines', 'Home Health Care', 'Therapy and Rehabilitation']"
2020-03-19,"Sam Hunt Brought Hip-Hop to Country. After ‘Old Town Road,’ He’s Back.",article,News,,"['Country Music', 'Rap and Hip-Hop']"
2020-03-19,Some Countries Are Better Armored for Epidemics Than Others,article,News,,"['Recession and Depression', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-19,Stocks Inch Higher as Wall Street’s Turmoil Continues,article,News,,"['Coronavirus (2019-nCoV)', 'Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'United States Economy', 'Economic Conditions and Trends']"
2020-03-19,"This Year, Only 10 Black Students Got Into N.Y.C.’s Top High School",article,News,,"['Tests and Examinations', 'Discrimination', 'Black People', 'Education (K-12)', 'ADMISSIONS STANDARDS', 'Race and Ethnicity', 'Equal Educational Opportunities', 'Segregation and Desegregation', 'Hispanic-Americans', 'Asian-Americans']"
2020-03-19,Saints Coach Sean Payton Is N.F.L.’s First Known Coronavirus Case,article,News,,"['Coronavirus (2019-nCoV)', 'Football']"
2020-03-19,Queen Urges Britons to Pull Together as Nation Charts an Uncertain Course,article,News,,"['Royal Families', 'Coronavirus (2019-nCoV)']"
2020-03-19,"Stuck at Home, Americans Turn to Foster Pets for Companionship",article,News,,"['Coronavirus (2019-nCoV)', 'Pets', 'Quarantines']"
2020-03-19,"Close the Schools and Bars and Stay Home, but Keep the Horses Racing",article,News,,"['Horse Racing', 'Gambling', 'Kentucky Derby', 'Belmont Stakes', 'Preakness Stakes', 'Coronavirus (2019-nCoV)']"
2020-03-19,36 Hours in … Wherever You Are? We’re Turning to Our Readers,article,News,,['Travel and Vacations']
2020-03-19,"European Soccer’s Leaders Plot a Speedy Return, With or Without Fans",article,News,,"['UEFA Champions League (Soccer)', 'Soccer', 'Coronavirus (2019-nCoV)']"
2020-03-19,"How to Help Arts Workers Hurt by the Pandemic: Give, but Safely",article,News,,"['Philanthropy', 'Art', 'Coronavirus (2019-nCoV)', 'Layoffs and Job Reductions', 'Nonprofit Organizations']"
2020-03-19,Germany Shuts Down Far-Right Clubs That Deny the Modern State,article,News,,"['Politics and Government', 'ANTI-SEMITISM', 'Fringe Groups and Movements', 'Neo Nazi Groups']"
2020-03-19,"With Minimal Evidence, Trump Asks F.D.A. to Study Malaria Drugs for Coronavirus",article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Drugs (Pharmaceuticals)', 'Clinical Trials', 'your-feed-healthcare']"
2020-03-19,"Ailey Dancers, Separate but Together in a Bit of ‘Revelations’",article,News,,['Dancing']
2020-03-19,"Ailey Dancers, Separate but Together in a Bit of ‘Revelations’",article,News,,['Dancing']
2020-03-19,Where Can Renters Afford to Become First-Time Buyers?,article,News,,"['Real Estate and Housing (Residential)', 'Income', 'Mortgages']"
2020-03-19,Some Countries Are Better Armored for Epidemics Than Others,article,News,,"['Recession and Depression', 'Coronavirus (2019-nCoV)', 'Epidemics']"
2020-03-19,Deciding How Much Distance You Should Keep,article,News,,"['Quarantines', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Fever', 'Politics and Government', 'Supermarkets and Grocery Stores']"
2020-03-19,Exercising During Coronavirus: Can I Jog? Is That Water Fountain Safe?,article,News,,"['Exercise', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Hygiene and Cleanliness']"
2020-03-19,"Now That Coronavirus Tests Are Free, Some Insurers Are Waiving Costs for Treatment",article,News,,"['Health Insurance and Managed Care', 'Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Medicaid', 'Medicare', 'Law and Legislation', 'United States Politics and Government', 'Patient Protection and Affordable Care Act (2010)', 'your-feed-healthcare']"
2020-03-20,"Elisabeth Moss on ‘Invisible Man’: Turn Off the Lights, Turn Up the Volume",article,News,,"['Movies', 'Television', 'ACTORS AND ACTRESSES']"
2020-03-20,My Ex and I Fought About Everything. Then Came the Coronavirus.,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Parenting', 'Children and Childhood', 'Divorce, Separations and Annulments']"
2020-03-20,Place For Dogs to Rest,article,News,,['Crossword Puzzles']
2020-03-20,"Corrections: March 20, 2020",article,News,,[]
2020-03-20,"A Coke-Snorting Oligarch, a Gangrenous Finger and Other Noir Delights",article,News,,['Books and Literature']
2020-03-20,Americans Stranded in Morocco Begin to Fly Home,article,News,,"['Travel and Vacations', 'AMERICANS ABROAD', 'United States Politics and Government']"
2020-03-20,Anheuser-Busch and Distilleries Race to Make Hand Sanitizer Amid Coronavirus Pandemic,article,News,,"['ALCOHOLIC BEVERAGES', 'Coronavirus (2019-nCoV)', 'Cleansers, Detergents and Soaps', 'Hygiene and Cleanliness']"
2020-03-20,The War on Coronavirus Comes to Trump Properties,article,News,,"['Coronavirus (2019-nCoV)', 'Golf', 'Hotels and Travel Lodgings']"
2020-03-20,"Under the Virus’s Cloak, Trump Pursues Long-Sought Policies",article,News,,"['Illegal Immigration', 'United States Politics and Government', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Immigration Detention', 'Organized Labor']"
2020-03-20,The Week in Tech: How to Stop Coronavirus ‘Doomsurfing’,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Computers and the Internet', 'Meditation', 'Social Media', 'Mobile Applications', 'Epidemics']"
2020-03-20,Place For Dogs to Rest,article,News,,['Crossword Puzzles']
2020-03-20,Tom Brady Becomes a Tampa Bay Buccaneer,article,News,,"['Football', 'Free Agents (Sports)']"
2020-03-20,‘Zoombombing’: When Video Conferences Go Wrong,article,News,,"['Mobile Applications', 'Social Media', 'Computers and the Internet', 'Privacy', 'Pornography', 'Videophones and Videoconferencing', 'your-feed-internet-culture']"
2020-03-20,Minor Leaguers Lack a Safety Net. A New Group Wants to Create One.,article,News,,"['Baseball', 'Minor Leagues', 'Labor and Jobs', 'Wages and Salaries', 'Nonprofit Organizations']"
2020-03-20,"Corrections: March 20, 2020",article,News,,[]
2020-03-20,"A Coke-Snorting Oligarch, a Gangrenous Finger and Other Noir Delights",article,News,,['Books and Literature']
2020-03-20,Can’t Get Tested? Maybe You’re in the Wrong Country,article,News,,"['Tests (Medical)', 'Politics and Government', 'Epidemics', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment']"
2020-03-20,What Coronavirus? Trump Campaign Plows Ahead Online With Talk of ‘WINNING Like Never Before’,article,News,,['Presidential Election of 2020']
2020-03-20,"Yes, Buy Stocks in a Falling Market (but Watch Your Step)",article,News,,"['Stocks and Bonds', 'Prices (Fares, Fees and Rates)', 'Coronavirus (2019-nCoV)', 'Mutual Funds', ""Standard & Poor's 500-Stock Index"", 'Pensions and Retirement Plans']"
2020-03-20,Fed Backstops Corner of Municipal Debt Markets Amid Calls for Support,article,News,,"['Banking and Financial Institutions', 'United States Economy', 'Local Government', 'Credit and Debt', 'Municipal Bonds', 'Coronavirus (2019-nCoV)', 'Government Bonds']"
2020-03-20,"Once Scrutinized, an Insurance Product Becomes a Crisis Lifeline",article,News,,"['Insurance', 'Coronavirus (2019-nCoV)', 'High Net Worth Individuals', 'Small Business', 'Personal Finances']"
2020-03-20,Dutch Court Convicts Man in Deadly Tram Terrorist Attack,article,News,,"['Terrorism', 'Cable Cars and Trams', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts']"
2020-03-20,Missing Ingredients? Ask Our Cooking Experts for Substitutions,article,News,,"['Cooking and Cookbooks', 'Kitchens', 'Food']"
2020-03-20,Parenting by FaceTime in Coronavirus Quarantine,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Parenting', 'Families and Family Life']"
2020-03-20,"PG&E Reaches Agreement With Governor, Clearing Bankruptcy Hurdle",article,News,,['Wildfires']
2020-03-20,Can’t Get Tested? Maybe You’re in the Wrong Country,article,News,,"['Tests (Medical)', 'Politics and Government', 'Epidemics', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment']"
2020-03-20,What Coronavirus? Trump Campaign Plows Ahead Online With Talk of ‘WINNING Like Never Before’,article,News,,['Presidential Election of 2020']
2020-03-20,Dutch Court Convicts Man in Deadly Tram Terrorist Attack,article,News,,"['Terrorism', 'Cable Cars and Trams', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts']"
2020-03-20,Still Want to Watch Basketball? College Coaches Know Where to Look,article,News,,"['NCAA Basketball Championships (Women)', 'Basketball (College)', 'Coaches and Managers']"
2020-03-20,"North Korea Fires Short-Range Ballistic Missiles, South Says",article,News,,['Nuclear Tests']
2020-03-20,"Once Scrutinized, an Insurance Product Becomes a Crisis Lifeline",article,News,,"['Insurance', 'Coronavirus (2019-nCoV)', 'High Net Worth Individuals', 'Small Business', 'Personal Finances']"
2020-03-20,"Under the Virus’s Cloak, Trump Pursues Long-Sought Policies",article,News,,"['Illegal Immigration', 'United States Politics and Government', 'Stimulus (Economic)', 'Coronavirus (2019-nCoV)', 'Immigration Detention', 'Organized Labor']"
2020-03-20,‘Zoombombing’: When Video Conferences Go Wrong,article,News,,"['Mobile Applications', 'Social Media', 'Computers and the Internet', 'Privacy', 'Pornography', 'Videophones and Videoconferencing', 'your-feed-internet-culture']"
2020-03-20,5 Takeaways From the Coronavirus Economic Relief Package,article,News,,"['Coronavirus (2019-nCoV)', 'United States Economy', 'Federal Taxes (US)', 'Income Tax', 'United States Politics and Government', 'Law and Legislation', 'Paid Time Off', 'Small Business', 'Pensions and Retirement Plans', 'Unemployment', 'Tax Cuts and Jobs Act (2017)']"
2020-03-20,"Broadway, Shuttered by Pandemic, Reaches Short-Term Pay Deal",article,News,,"['Theater', 'Coronavirus (2019-nCoV)']"
2020-03-20,"As Coronavirus Looms, Mask Shortage Gives Rise to Promising Approach",article,News,,"['Shortages', 'Protective Clothing and Gear', 'Masks', 'Ultraviolet Light', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Hospitals', 'Medical Devices', 'SARS (Severe Acute Respiratory Syndrome)']"
2020-03-20,Another Virus Victim: The U.S. as a Global Leader in a Time of Crisis,article,News,,"['United States International Relations', 'Coronavirus (2019-nCoV)']"
2020-03-20,"Elisabeth Moss on ‘Invisible Man’: Turn Off the Lights, Turn Up the Volume",article,News,,"['Movies', 'Television', 'ACTORS AND ACTRESSES']"
2020-03-20,My Ex and I Fought About Everything. Then Came the Coronavirus.,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Parenting', 'Children and Childhood', 'Divorce, Separations and Annulments']"
2020-03-20,Health Care Workers: Are You on the Front Lines of the Coronavirus Epidemic?,article,News,,"['Hospitals', 'Coronavirus (2019-nCoV)', 'Doctors']"
2020-03-20,Trump’s Embrace of Unproven Drugs to Treat Coronavirus Defies Science,article,News,,"['Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'United States Politics and Government', 'Lupus Erythematosus', 'Rheumatoid Arthritis', 'Clinical Trials', 'Shortages', 'your-feed-healthcare']"
2020-03-20,"Recipe for a Sleepover: Video Games, Junk Food … and an Audiobook?",article,News,,"['Cartoons and Cartoonists', 'Audiobooks']"
2020-03-20,Film Club: ‘Coronavirus Racism Infected My High School’,article,News,,[]
2020-03-20,Smile? The Results From the 2020 World Happiness Report Are In,article,News,,"['Happiness', 'Polls and Public Opinion']"
2020-03-20,"A German Video Game, Using Swastikas to Remember Nazi Terror",article,News,,"['Computer and Video Games', 'ANTI-SEMITISM', 'Symbols', 'World War II (1939-45)', 'Neo Nazi Groups', 'Holocaust and the Nazi Era']"
2020-03-20,What Music Should I Listen to in a Crisis?,article,News,,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Coronavirus (2019-nCoV)']"
2020-03-20,Coronavirus May Keep California’s Nursing Students From Graduating,article,News,,"['Nursing and Nurses', 'Shortages', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Hospitals', 'your-feed-health', 'your-feed-science']"
2020-03-20,11 of Our Best Weekend Reads,article,News,,"['Social Media', 'Parks and Other Recreation Areas', 'Black People']"
2020-03-20,Hundreds Exposed to Coronavirus on Cruise Ship Fly Home,article,News,,"['Cruises', 'Coronavirus (2019-nCoV)']"
2020-03-20,‘The Hunt’ Showdown: 7 Months of Training; 7 Minutes of Combat,article,News,,"['Movies', 'Stunts and Stuntmen', 'Coronavirus (2019-nCoV)']"
2020-03-20,"With the Boston Marathon Postponed, Des Linden Hits the Couch",article,News,,"['Marathon Running', 'Boston Marathon', 'Coronavirus (2019-nCoV)']"
2020-03-20,"An Opera Singer Goes From Tenor to Soprano, and Her Career Takes Off",article,News,,"['Opera', 'Transgender and Transsexuals']"
2020-03-20,New York’s Last Coal-Fired Power Plant Is Closing,article,News,,"['Shutdowns (Institutional)', 'Coal', 'Electric Light and Power', 'Solar Energy', 'Labor and Jobs', 'Layoffs and Job Reductions']"
2020-03-20,The 48 Hours When Liverpool’s Title Run Screeched to a Halt,article,News,,"['Soccer', 'Coaches and Managers', 'Coronavirus (2019-nCoV)', 'Shutdowns (Institutional)']"
2020-03-20,Last Week One Paramedic Was Infected. Now Over 150 Are in Quarantine.,article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines', 'AMBULANCES', 'Emergency Medical Treatment', 'Workplace Hazards and Violations']"
2020-03-20,A Dose of Comfort,article,News,,"['Podcasts', 'Newsletters', 'Coronavirus (2019-nCoV)']"
2020-03-20,"White House to Cancel In-Person Meeting of G7, Citing Coronavirus Outbreak",article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'International Relations']"
2020-03-20,Film Club: ‘Coronavirus Racism Infected My High School’,article,News,,[]
2020-03-20,Favorite Flops,article,News,,[]
2020-03-20,Trump’s Embrace of Unproven Drugs to Treat Coronavirus Defies Science,article,News,,"['Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)', 'United States Politics and Government', 'Lupus Erythematosus', 'Rheumatoid Arthritis', 'Clinical Trials', 'Shortages', 'your-feed-healthcare']"
2020-03-20,How the Coronavirus Crisis May Hinder Efforts to Fight Wildfires,article,News,,"['Coronavirus (2019-nCoV)', 'Wildfires', 'Fires and Firefighters', 'Forests and Forestry']"
2020-03-20,Smile? The Results From the 2020 World Happiness Report Are In,article,News,,"['Happiness', 'Polls and Public Opinion']"
2020-03-20,"A German Video Game, Using Swastikas to Remember Nazi Terror",article,News,,"['Computer and Video Games', 'ANTI-SEMITISM', 'Symbols', 'World War II (1939-45)', 'Neo Nazi Groups', 'Holocaust and the Nazi Era']"
2020-03-20,"With the Boston Marathon Postponed, Des Linden Hits the Couch",article,News,,"['Marathon Running', 'Boston Marathon', 'Coronavirus (2019-nCoV)']"
2020-03-20,"Chinese Copper, Italian Marble: Coronavirus Shipping Delays Hurt Developers",article,News,,"['Coronavirus (2019-nCoV)', 'Building (Construction)', 'International Trade and World Market', 'Real Estate (Commercial)', 'Real Estate and Housing (Residential)', 'Shutdowns (Institutional)', 'Rock and Stone', 'United States Economy']"
2020-03-20,A Different Way to Chart the Spread of Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Mathematics', 'Research']"
2020-03-20,This ‘Imagine’ Cover Is No Heaven,article,News,,"['Coronavirus (2019-nCoV)', 'Social Media', 'Celebrities', 'Pop and Rock Music']"
2020-03-20,We All Need Small Businesses. Don’t Let Them Die.,article,News,,"['Coronavirus (2019-nCoV)', 'Small Business', 'Restaurants', 'Freelancing, Self-Employment and Independent Contracting', 'Mortgages', 'Real Estate (Commercial)', 'Renting and Leasing (Real Estate)', 'United States Economy', 'United States Politics and Government', 'Stimulus (Economic)']"
2020-03-20,It’s Not ‘Shelter in Place’: What the New Coronavirus Restrictions Mean,article,News,,"['Shutdowns (Institutional)', 'Supermarkets and Grocery Stores', 'Coronavirus (2019-nCoV)']"
2020-03-20,What to Cook This Weekend,article,News,,['Cooking and Cookbooks']
2020-03-20,‘I Feel Like I Have Five Jobs’: Moms Navigate the Pandemic,article,News,,"['Labor and Jobs', 'Women and Girls', 'Coronavirus (2019-nCoV)', 'Parenting', 'Families and Family Life', 'Epidemics', 'Work-Life Balance', 'Paid Time Off']"
2020-03-20,10 Binge-Worthy Art Podcasts in the Age of Coronavirus,article,News,,"['Art', 'Culture (Arts)', 'Podcasts']"
2020-03-20,"You Can Take Care of Yourself in Coronavirus Quarantine or Isolation, Starting Right Now",article,News,,"['Exercise', 'Yoga', 'Hygiene and Cleanliness', 'Coronavirus (2019-nCoV)', 'Quarantines', 'your-feed-selfcare']"
2020-03-20,From the Archives: Robert Caro on How He Does It,article,News,,"['Books and Literature', 'Podcasts']"
2020-03-20,Trump Cites Coronavirus as He Announces a Border Crackdown,article,News,,"['Illegal Immigration', 'Immigration and Emigration', 'Asylum, Right of', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Immigration Detention']"
2020-03-20,‘The Hunt’ Showdown: 7 Months of Training; 7 Minutes of Combat,article,News,,"['Movies', 'Stunts and Stuntmen', 'Coronavirus (2019-nCoV)']"
2020-03-20,"With the Boston Marathon Postponed, Des Linden Hits the Couch",article,News,,"['Marathon Running', 'Boston Marathon', 'Coronavirus (2019-nCoV)']"
2020-03-20,"In Shift, Trudeau Says Canada Will Return Asylum Seekers to U.S.",article,News,,"['Illegal Immigration', 'Immigration and Emigration', 'Asylum, Right of', 'Refugees and Displaced Persons', 'Immigration Detention', 'Coronavirus (2019-nCoV)']"
2020-03-20,How the Promise of American Jobs Became Entangled in a Faraway War,article,News,,"['Arms Trade', 'Defense and Military Forces']"
